#dir,N-S,E-W,U-D,
#ch,f048,f049,f04a,
#unit,gal,gal,gal,
#const,4280,4280,4280,
20/11/02,08:41:00.00,-1445,62170,515206,
20/11/02,08:41:00.01,-1187,62300,514876,
20/11/02,08:41:00.02,-1078,62195,515146,
20/11/02,08:41:00.03,-1198,62170,515708,
20/11/02,08:41:00.04,-1316,62112,515620,
20/11/02,08:41:00.05,-1432,61967,514601,
20/11/02,08:41:00.06,-1563,61922,514037,
20/11/02,08:41:00.07,-1645,61995,514820,
20/11/02,08:41:00.08,-1323,62321,515568,
20/11/02,08:41:00.09,-1036,62591,515682,
20/11/02,08:41:00.10,-997,62587,516032,
20/11/02,08:41:00.11,-1235,62335,515901,
20/11/02,08:41:00.12,-1516,62040,515216,
20/11/02,08:41:00.13,-1527,61856,514156,
20/11/02,08:41:00.14,-1338,61852,513757,
20/11/02,08:41:00.15,-1276,62272,514773,
20/11/02,08:41:00.16,-1298,62275,516176,
20/11/02,08:41:00.17,-1300,62256,516450,
20/11/02,08:41:00.18,-1303,62161,515520,
20/11/02,08:41:00.19,-1352,62137,514802,
20/11/02,08:41:00.20,-1513,62116,514486,
20/11/02,08:41:00.21,-1505,62207,514201,
20/11/02,08:41:00.22,-1302,62288,514942,
20/11/02,08:41:00.23,-1070,62248,515390,
20/11/02,08:41:00.24,-1118,62108,515687,
20/11/02,08:41:00.25,-1330,62032,515662,
20/11/02,08:41:00.26,-1501,62276,514847,
20/11/02,08:41:00.27,-1365,62441,514497,
20/11/02,08:41:00.28,-1113,62493,514383,
20/11/02,08:41:00.29,-1152,62455,514951,
20/11/02,08:41:00.30,-1335,62153,515803,
20/11/02,08:41:00.31,-1321,61815,516022,
20/11/02,08:41:00.32,-1338,61833,515147,
20/11/02,08:41:00.33,-1407,62071,514228,
20/11/02,08:41:00.34,-1653,62250,514596,
20/11/02,08:41:00.35,-1662,62311,515313,
20/11/02,08:41:00.36,-1241,62337,515953,
20/11/02,08:41:00.37,-911,62317,515675,
20/11/02,08:41:00.38,-1068,62301,514528,
20/11/02,08:41:00.39,-1600,62255,513850,
20/11/02,08:41:00.40,-1961,62096,514497,
20/11/02,08:41:00.41,-1923,62156,516046,
20/11/02,08:41:00.42,-1531,62182,516162,
20/11/02,08:41:00.43,-1172,62162,516042,
20/11/02,08:41:00.44,-1118,62181,515463,
20/11/02,08:41:00.45,-1258,62203,514702,
20/11/02,08:41:00.46,-1432,62280,513672,
20/11/02,08:41:00.47,-1803,62412,513273,
20/11/02,08:41:00.48,-1830,62447,514757,
20/11/02,08:41:00.49,-1686,62348,516320,
20/11/02,08:41:00.50,-1361,62148,516842,
20/11/02,08:41:00.51,-1227,61896,515990,
20/11/02,08:41:00.52,-1158,61847,514382,
20/11/02,08:41:00.53,-1165,62018,513796,
20/11/02,08:41:00.54,-1363,62215,514036,
20/11/02,08:41:00.55,-1650,62403,515046,
20/11/02,08:41:00.56,-1670,62447,515881,
20/11/02,08:41:00.57,-1506,62327,515580,
20/11/02,08:41:00.58,-1205,62162,515407,
20/11/02,08:41:00.59,-1255,62056,514993,
20/11/02,08:41:00.60,-1628,61997,514783,
20/11/02,08:41:00.61,-2036,61935,514792,
20/11/02,08:41:00.62,-1680,61921,515053,
20/11/02,08:41:00.63,-1403,62111,515655,
20/11/02,08:41:00.64,-1315,62298,515165,
20/11/02,08:41:00.65,-1283,62438,514395,
20/11/02,08:41:00.66,-1248,62392,514623,
20/11/02,08:41:00.67,-1458,62313,515231,
20/11/02,08:41:00.68,-1663,62138,515896,
20/11/02,08:41:00.69,-1528,61972,515647,
20/11/02,08:41:00.70,-1303,62000,515115,
20/11/02,08:41:00.71,-1437,62150,514545,
20/11/02,08:41:00.72,-1693,62292,514160,
20/11/02,08:41:00.73,-1550,62237,514448,
20/11/02,08:41:00.74,-1456,62235,515683,
20/11/02,08:41:00.75,-1552,62388,516097,
20/11/02,08:41:00.76,-1621,62421,515791,
20/11/02,08:41:00.77,-1455,62325,514962,
20/11/02,08:41:00.78,-1422,62265,514508,
20/11/02,08:41:00.79,-1438,62230,514570,
20/11/02,08:41:00.80,-1405,62152,514827,
20/11/02,08:41:00.81,-1587,61933,515461,
20/11/02,08:41:00.82,-1973,62027,515535,
20/11/02,08:41:00.83,-1901,62352,515427,
20/11/02,08:41:00.84,-1593,62518,515176,
20/11/02,08:41:00.85,-1212,62412,514792,
20/11/02,08:41:00.86,-1082,62345,514680,
20/11/02,08:41:00.87,-1232,62186,515403,
20/11/02,08:41:00.88,-1441,62055,515722,
20/11/02,08:41:00.89,-1548,62123,515086,
20/11/02,08:41:00.90,-1488,62221,514411,
20/11/02,08:41:00.91,-1386,62312,514255,
20/11/02,08:41:00.92,-1226,62223,514998,
20/11/02,08:41:00.93,-1287,62072,515893,
20/11/02,08:41:00.94,-1637,62090,516070,
20/11/02,08:41:00.95,-1653,62372,515097,
20/11/02,08:41:00.96,-1457,62525,515051,
20/11/02,08:41:00.97,-1275,62470,514802,
20/11/02,08:41:00.98,-1248,62233,514883,
20/11/02,08:41:00.99,-1221,61991,514922,
20/11/02,08:41:01.00,-1250,61596,515623,
20/11/02,08:41:01.01,-1387,61710,515551,
20/11/02,08:41:01.02,-1653,62228,514972,
20/11/02,08:41:01.03,-1677,62498,514666,
20/11/02,08:41:01.04,-1576,62316,514745,
20/11/02,08:41:01.05,-1416,62150,515477,
20/11/02,08:41:01.06,-1373,61901,516086,
20/11/02,08:41:01.07,-1161,61972,515840,
20/11/02,08:41:01.08,-1097,62227,514830,
20/11/02,08:41:01.09,-1305,62372,514262,
20/11/02,08:41:01.10,-1536,62272,514208,
20/11/02,08:41:01.11,-1523,62152,515252,
20/11/02,08:41:01.12,-1335,62002,516143,
20/11/02,08:41:01.13,-1327,62030,515857,
20/11/02,08:41:01.14,-1596,62285,514975,
20/11/02,08:41:01.15,-1580,62502,514720,
20/11/02,08:41:01.16,-1306,62510,515057,
20/11/02,08:41:01.17,-1131,62248,515452,
20/11/02,08:41:01.18,-1233,61997,515295,
20/11/02,08:41:01.19,-1531,61881,514943,
20/11/02,08:41:01.20,-1662,61958,515531,
20/11/02,08:41:01.21,-1608,62235,515213,
20/11/02,08:41:01.22,-1520,62506,514858,
20/11/02,08:41:01.23,-1430,62566,515507,
20/11/02,08:41:01.24,-1422,62361,515736,
20/11/02,08:41:01.25,-1422,62108,515531,
20/11/02,08:41:01.26,-1382,62053,514635,
20/11/02,08:41:01.27,-1451,62160,514203,
20/11/02,08:41:01.28,-1548,62256,514813,
20/11/02,08:41:01.29,-1492,62203,515086,
20/11/02,08:41:01.30,-1397,62186,515853,
20/11/02,08:41:01.31,-1286,62256,516025,
20/11/02,08:41:01.32,-1465,62091,515016,
20/11/02,08:41:01.33,-1577,62127,514067,
20/11/02,08:41:01.34,-1495,62305,514357,
20/11/02,08:41:01.35,-1486,62230,515298,
20/11/02,08:41:01.36,-1380,62193,515885,
20/11/02,08:41:01.37,-1137,62177,515495,
20/11/02,08:41:01.38,-1132,62231,515025,
20/11/02,08:41:01.39,-1231,62197,514905,
20/11/02,08:41:01.40,-1320,62145,514772,
20/11/02,08:41:01.41,-1532,62186,514955,
20/11/02,08:41:01.42,-1670,62291,515136,
20/11/02,08:41:01.43,-1438,62336,515331,
20/11/02,08:41:01.44,-1285,62341,515517,
20/11/02,08:41:01.45,-1352,62213,514743,
20/11/02,08:41:01.46,-1430,62111,514240,
20/11/02,08:41:01.47,-1435,62123,514773,
20/11/02,08:41:01.48,-1563,62130,515481,
20/11/02,08:41:01.49,-1703,62023,515853,
20/11/02,08:41:01.50,-1520,62107,515612,
20/11/02,08:41:01.51,-1097,62218,514967,
20/11/02,08:41:01.52,-987,62303,514558,
20/11/02,08:41:01.53,-1302,62218,514376,
20/11/02,08:41:01.54,-1570,61868,514638,
20/11/02,08:41:01.55,-1696,62020,514847,
20/11/02,08:41:01.56,-1696,62073,515553,
20/11/02,08:41:01.57,-1563,62041,515225,
20/11/02,08:41:01.58,-1528,61998,515268,
20/11/02,08:41:01.59,-1342,62070,515106,
20/11/02,08:41:01.60,-1262,62108,515361,
20/11/02,08:41:01.61,-1271,62111,514580,
20/11/02,08:41:01.62,-1713,62157,514607,
20/11/02,08:41:01.63,-1721,62253,515225,
20/11/02,08:41:01.64,-1577,62285,515097,
20/11/02,08:41:01.65,-1238,62255,514788,
20/11/02,08:41:01.66,-1080,62177,514746,
20/11/02,08:41:01.67,-1272,62000,515423,
20/11/02,08:41:01.68,-1667,61981,515760,
20/11/02,08:41:01.69,-1865,62055,515806,
20/11/02,08:41:01.70,-1622,62313,515190,
20/11/02,08:41:01.71,-1445,62518,514651,
20/11/02,08:41:01.72,-1438,62455,514072,
20/11/02,08:41:01.73,-1457,62303,514305,
20/11/02,08:41:01.74,-1713,62137,515062,
20/11/02,08:41:01.75,-1913,62090,515818,
20/11/02,08:41:01.76,-1625,62255,516073,
20/11/02,08:41:01.77,-1305,62265,515787,
20/11/02,08:41:01.78,-1173,62192,515253,
20/11/02,08:41:01.79,-1063,62040,514421,
20/11/02,08:41:01.80,-1118,61963,514007,
20/11/02,08:41:01.81,-1480,62065,514676,
20/11/02,08:41:01.82,-1906,62238,515277,
20/11/02,08:41:01.83,-1882,62372,515975,
20/11/02,08:41:01.84,-1582,62372,515632,
20/11/02,08:41:01.85,-1295,62262,514802,
20/11/02,08:41:01.86,-1111,62123,514498,
20/11/02,08:41:01.87,-1191,61983,514887,
20/11/02,08:41:01.88,-1451,62007,515160,
20/11/02,08:41:01.89,-1786,62122,515115,
20/11/02,08:41:01.90,-1883,62118,515305,
20/11/02,08:41:01.91,-1478,62342,515692,
20/11/02,08:41:01.92,-812,62402,515208,
20/11/02,08:41:01.93,-886,62310,514310,
20/11/02,08:41:01.94,-1248,62285,514631,
20/11/02,08:41:01.95,-1515,62345,515251,
20/11/02,08:41:01.96,-1708,62341,515300,
20/11/02,08:41:01.97,-1726,62132,515035,
20/11/02,08:41:01.98,-1337,62046,515096,
20/11/02,08:41:01.99,-1201,62000,515142,
20/11/02,08:41:02.00,-1552,62106,515063,
20/11/02,08:41:02.01,-1598,62385,515025,
20/11/02,08:41:02.02,-1458,62566,515455,
20/11/02,08:41:02.03,-1207,62550,515446,
20/11/02,08:41:02.04,-1371,62510,514672,
20/11/02,08:41:02.05,-1492,62331,514263,
20/11/02,08:41:02.06,-1606,62096,514181,
20/11/02,08:41:02.07,-1533,62051,515112,
20/11/02,08:41:02.08,-1528,62161,516227,
20/11/02,08:41:02.09,-1422,62217,516355,
20/11/02,08:41:02.10,-1310,62350,515743,
20/11/02,08:41:02.11,-1581,62451,514770,
20/11/02,08:41:02.12,-1495,62325,514166,
20/11/02,08:41:02.13,-1442,61861,514253,
20/11/02,08:41:02.14,-1297,61826,514382,
20/11/02,08:41:02.15,-1245,61893,514906,
20/11/02,08:41:02.16,-1137,61953,515758,
20/11/02,08:41:02.17,-1315,61881,516020,
20/11/02,08:41:02.18,-1486,61647,516295,
20/11/02,08:41:02.19,-1315,61791,515488,
20/11/02,08:41:02.20,-1157,61985,514736,
20/11/02,08:41:02.21,-1345,62290,513971,
20/11/02,08:41:02.22,-1608,62518,514067,
20/11/02,08:41:02.23,-1507,62586,514710,
20/11/02,08:41:02.24,-1421,62538,515411,
20/11/02,08:41:02.25,-1453,62237,515682,
20/11/02,08:41:02.26,-1495,61891,516313,
20/11/02,08:41:02.27,-1321,61806,515618,
20/11/02,08:41:02.28,-941,62021,514526,
20/11/02,08:41:02.29,-876,62282,514276,
20/11/02,08:41:02.30,-1081,62437,514615,
20/11/02,08:41:02.31,-1517,62323,515683,
20/11/02,08:41:02.32,-1710,62205,515438,
20/11/02,08:41:02.33,-1623,62253,515025,
20/11/02,08:41:02.34,-1416,62406,514630,
20/11/02,08:41:02.35,-1206,62437,514362,
20/11/02,08:41:02.36,-1113,62303,514933,
20/11/02,08:41:02.37,-1358,61895,516035,
20/11/02,08:41:02.38,-1400,61431,515993,
20/11/02,08:41:02.39,-1308,61752,515026,
20/11/02,08:41:02.40,-1395,62168,514361,
20/11/02,08:41:02.41,-1341,62488,514755,
20/11/02,08:41:02.42,-1262,62420,515193,
20/11/02,08:41:02.43,-1085,62420,514805,
20/11/02,08:41:02.44,-1197,62227,514813,
20/11/02,08:41:02.45,-1372,62088,515512,
20/11/02,08:41:02.46,-1552,62011,515616,
20/11/02,08:41:02.47,-1595,62010,515460,
20/11/02,08:41:02.48,-1507,62028,514616,
20/11/02,08:41:02.49,-1148,62102,514758,
20/11/02,08:41:02.50,-1071,62366,514957,
20/11/02,08:41:02.51,-1127,62453,514990,
20/11/02,08:41:02.52,-1253,62480,515301,
20/11/02,08:41:02.53,-1233,62290,515913,
20/11/02,08:41:02.54,-1243,62126,515582,
20/11/02,08:41:02.55,-1295,62025,514393,
20/11/02,08:41:02.56,-1367,62001,513993,
20/11/02,08:41:02.57,-1237,61917,514168,
20/11/02,08:41:02.58,-1275,61921,515655,
20/11/02,08:41:02.59,-1445,62167,516191,
20/11/02,08:41:02.60,-1366,62220,516140,
20/11/02,08:41:02.61,-1222,62293,515192,
20/11/02,08:41:02.62,-1240,62492,513852,
20/11/02,08:41:02.63,-1313,62511,513917,
20/11/02,08:41:02.64,-1280,62376,515086,
20/11/02,08:41:02.65,-1270,62138,516003,
20/11/02,08:41:02.66,-1210,61921,515781,
20/11/02,08:41:02.67,-1277,61982,515135,
20/11/02,08:41:02.68,-1295,62097,514880,
20/11/02,08:41:02.69,-1341,62203,514855,
20/11/02,08:41:02.70,-1130,62140,515085,
20/11/02,08:41:02.71,-886,62017,515382,
20/11/02,08:41:02.72,-915,62265,515110,
20/11/02,08:41:02.73,-1242,62155,514697,
20/11/02,08:41:02.74,-1808,61953,515198,
